order_id,customer_id,order_date,order_status,subtotal,discount_pct,discount_amount,shipping_cost,total_amount,payment_method,country,city,acquisition_channel
ORD100877,CUS10165,2023-08-24,Delivered,675.49,0.15,101.32,0.0,574.17,Credit Card,United Kingdom,Edinburgh,Paid Social
ORD100878,CUS12757,2024-07-27,Cancelled,99.6,0.3,29.88,4.99,74.71,Apple Pay,Canada,Edmonton,Email
ORD100879,CUS12979,2024-01-22,Delivered,234.54,0.0,0.0,4.99,239.53,Debit Card,United States,San Jose,Paid Social
ORD100880,CUS12995,2022-07-27,Delivered,25.56,0.15,3.83,0.0,21.73,Debit Card,Australia,Adelaide,Direct
ORD100881,CUS10491,2024-02-17,Refunded,364.57,0.1,36.46,7.99,336.1,Credit Card,United Kingdom,Glasgow,Direct
ORD100882,CUS11545,2022-10-19,Refunded,174.05,0.0,0.0,0.0,174.05,Credit Card,United States,San Jose,Paid Social
ORD100883,CUS11862,2023-03-07,Delivered,24.77,0.0,0.0,4.99,29.76,Apple Pay,Canada,Vancouver,Email
ORD100884,CUS13292,2023-07-08,Processing,289.08,0.0,0.0,0.0,289.08,Credit Card,United States,New York,Influencer
ORD100885,CUS12455,2023-12-12,Refunded,148.0,0.0,0.0,0.0,148.0,Debit Card,Canada,Montreal,Organic Search
ORD100886,CUS14625,2022-07-04,Delivered,162.49,0.0,0.0,7.99,170.48,Apple Pay,United States,Chicago,Email
ORD100887,CUS14186,2022-04-09,Processing,182.08,0.0,0.0,12.99,195.07,Credit Card,United Kingdom,Birmingham,Paid Social
ORD100888,CUS15537,2024-05-15,Cancelled,788.28,0.0,0.0,4.99,793.27,Credit Card,United Kingdom,Edinburgh,Organic Search
ORD100889,CUS13094,2024-03-29,Delivered,259.42,0.15,38.91,0.0,220.51,Credit Card,Canada,Ottawa,Influencer
ORD100890,CUS15575,2023-06-26,Refunded,284.19,0.0,0.0,4.99,289.18,Debit Card,United States,Phoenix,Email
ORD100891,CUS13176,2023-11-18,Shipped,137.09,0.0,0.0,0.0,137.09,Debit Card,United States,Phoenix,Email
ORD100892,CUS11622,2023-12-13,Shipped,69.94,0.0,0.0,7.99,77.93,Credit Card,United States,Chicago,Paid Social
ORD100893,CUS12492,2023-05-06,Delivered,650.95,0.0,0.0,4.99,655.94,Debit Card,Canada,Edmonton,Organic Search
ORD100894,CUS12039,2022-11-07,Cancelled,159.91,0.1,15.99,4.99,148.91,Credit Card,Australia,Melbourne,Organic Search
ORD100895,CUS17564,2023-05-11,Refunded,212.82,0.0,0.0,0.0,212.82,Credit Card,United States,New York,Email
ORD100896,CUS14064,2024-08-27,Delivered,416.74,0.3,125.02,7.99,299.71,Debit Card,United States,Houston,Influencer
ORD100897,CUS16118,2024-04-12,Delivered,210.92,0.2,42.18,7.99,176.73,Credit Card,United States,New York,Paid Social
ORD100898,CUS16067,2023-04-23,Refunded,35.64,0.0,0.0,0.0,35.64,PayPal,Australia,Brisbane,Organic Search
ORD100899,CUS13447,2022-10-11,Cancelled,24.77,0.0,0.0,7.99,32.76,BNPL,United States,San Antonio,Direct
ORD100900,CUS15734,2024-06-10,Delivered,92.58,0.0,0.0,4.99,97.57,BNPL,United States,Philadelphia,Paid Social
ORD100901,CUS10077,2023-11-08,Processing,358.02,0.1,35.8,12.99,335.21,PayPal,United States,San Antonio,Influencer
ORD100902,CUS17913,2023-02-09,Delivered,157.31,0.1,15.73,4.99,146.57,Credit Card,United States,Houston,Organic Search
ORD100903,CUS12220,2022-05-20,Delivered,50.66,0.1,5.07,7.99,53.58,Credit Card,Canada,Vancouver,Paid Social
ORD100904,CUS12845,2023-12-28,Shipped,33.82,0.1,3.38,0.0,30.44,PayPal,United States,San Diego,Email
ORD100905,CUS11797,2022-12-02,Delivered,87.9,0.0,0.0,7.99,95.89,Credit Card,United States,San Diego,Organic Search
ORD100906,CUS15725,2023-10-14,Delivered,488.69,0.0,0.0,0.0,488.69,Credit Card,United Kingdom,Edinburgh,Paid Social
ORD100907,CUS15001,2023-08-26,Shipped,206.71,0.0,0.0,7.99,214.7,PayPal,United States,New York,Paid Search
ORD100908,CUS10374,2023-12-04,Delivered,577.65,0.0,0.0,0.0,577.65,Credit Card,United States,San Jose,Email
ORD100909,CUS14472,2023-07-15,Delivered,25.56,0.2,5.11,0.0,20.45,BNPL,United Kingdom,Manchester,Organic Search
ORD100910,CUS12149,2023-11-05,Shipped,558.17,0.0,0.0,4.99,563.16,PayPal,United Kingdom,Liverpool,Organic Search
ORD100911,CUS15836,2022-04-16,Delivered,33.82,0.0,0.0,7.99,41.81,Apple Pay,Canada,Toronto,Organic Search
ORD100912,CUS12036,2023-11-19,Delivered,457.54,0.0,0.0,0.0,457.54,Apple Pay,Canada,Montreal,Direct
ORD100913,CUS17153,2022-08-31,Processing,184.46,0.25,46.12,0.0,138.34,Apple Pay,United States,Chicago,Influencer
ORD100914,CUS11737,2023-01-25,Delivered,111.06,0.0,0.0,0.0,111.06,Credit Card,United Kingdom,Birmingham,Paid Social
ORD100915,CUS10351,2023-06-13,Delivered,167.91,0.0,0.0,7.99,175.9,Credit Card,United Kingdom,Leeds,Email
ORD100916,CUS10298,2023-11-28,Delivered,272.71,0.0,0.0,12.99,285.7,Apple Pay,Canada,Edmonton,Paid Social
ORD100917,CUS10490,2023-12-24,Cancelled,250.2,0.1,25.02,7.99,233.17,Apple Pay,United Kingdom,Edinburgh,Organic Search
ORD100918,CUS14206,2023-12-06,Processing,161.54,0.0,0.0,0.0,161.54,BNPL,Australia,Perth,Email
ORD100919,CUS16881,2022-05-03,Processing,51.34,0.0,0.0,0.0,51.34,Credit Card,United States,Chicago,Organic Search
ORD100920,CUS17515,2023-01-15,Delivered,969.0,0.0,0.0,7.99,976.99,Credit Card,Australia,Adelaide,Organic Search
ORD100921,CUS15595,2022-11-17,Delivered,69.94,0.15,10.49,7.99,67.44,Apple Pay,United States,Chicago,Organic Search
ORD100922,CUS13687,2023-02-03,Refunded,225.67,0.0,0.0,0.0,225.67,Credit Card,Australia,Brisbane,Paid Social
ORD100923,CUS15553,2023-11-12,Delivered,479.96,0.0,0.0,7.99,487.95,Apple Pay,United States,Houston,Paid Search
ORD100924,CUS17696,2022-08-29,Cancelled,466.97,0.0,0.0,0.0,466.97,Credit Card,United States,San Jose,Email
ORD100925,CUS15269,2023-06-01,Delivered,482.6,0.0,0.0,7.99,490.59,Debit Card,Australia,Adelaide,Organic Search
ORD100926,CUS13519,2024-06-04,Processing,412.66,0.25,103.16,12.99,322.49,Credit Card,Canada,Toronto,Paid Search
ORD100927,CUS11100,2023-12-19,Processing,50.33,0.0,0.0,0.0,50.33,Apple Pay,Australia,Brisbane,Influencer
ORD100928,CUS10170,2023-12-16,Processing,171.59,0.15,25.74,7.99,153.84,Credit Card,Canada,Vancouver,Organic Search
ORD100929,CUS16026,2024-04-27,Cancelled,286.35,0.1,28.64,7.99,265.7,Credit Card,United States,Philadelphia,Direct
ORD100930,CUS17649,2023-02-04,Delivered,79.96,0.0,0.0,7.99,87.95,Credit Card,United Kingdom,Birmingham,Influencer
ORD100931,CUS13705,2024-01-03,Delivered,23.57,0.15,3.54,0.0,20.03,Credit Card,United Kingdom,Sheffield,Organic Search
ORD100932,CUS10376,2022-03-17,Refunded,168.61,0.0,0.0,4.99,173.6,PayPal,United States,Houston,Email
ORD100933,CUS11983,2022-03-14,Processing,69.94,0.0,0.0,0.0,69.94,BNPL,Canada,Vancouver,Influencer
ORD100934,CUS11877,2022-12-09,Delivered,289.08,0.0,0.0,0.0,289.08,Credit Card,United States,Dallas,Influencer
ORD100935,CUS17997,2022-09-03,Refunded,111.06,0.1,11.11,0.0,99.95,PayPal,United States,San Jose,Paid Social
ORD100936,CUS12069,2023-06-21,Delivered,45.21,0.25,11.3,0.0,33.91,BNPL,United States,New York,Email
ORD100937,CUS12036,2022-08-16,Cancelled,331.54,0.0,0.0,4.99,336.53,Credit Card,Canada,Montreal,Direct
ORD100938,CUS16201,2024-09-29,Shipped,35.64,0.0,0.0,7.99,43.63,Credit Card,United States,New York,Paid Social
ORD100939,CUS15321,2024-04-30,Refunded,28.54,0.0,0.0,4.99,33.53,Credit Card,United States,San Jose,Organic Search
ORD100940,CUS10993,2024-10-08,Shipped,76.03,0.0,0.0,0.0,76.03,Credit Card,United States,San Antonio,Paid Social
ORD100941,CUS15951,2024-03-04,Delivered,351.3,0.0,0.0,0.0,351.3,Credit Card,United States,Philadelphia,Email
ORD100942,CUS11331,2024-08-28,Delivered,394.01,0.0,0.0,7.99,402.0,PayPal,Canada,Vancouver,Paid Social
ORD100943,CUS15039,2022-12-26,Processing,136.62,0.0,0.0,7.99,144.61,PayPal,United States,Philadelphia,Organic Search
ORD100944,CUS10032,2023-05-28,Processing,537.93,0.15,80.69,12.99,470.23,Credit Card,Australia,Perth,Paid Social
ORD100945,CUS15369,2022-10-30,Cancelled,136.77,0.0,0.0,7.99,144.76,Credit Card,United Kingdom,Sheffield,Direct
ORD100946,CUS10078,2023-11-07,Delivered,190.88,0.0,0.0,12.99,203.87,Credit Card,United Kingdom,Sheffield,Email
ORD100947,CUS12180,2024-02-13,Delivered,468.86,0.0,0.0,0.0,468.86,Debit Card,Canada,Toronto,Organic Search
ORD100948,CUS14650,2023-05-28,Delivered,199.15,0.0,0.0,7.99,207.14,Debit Card,United States,Houston,Paid Social
ORD100949,CUS10853,2022-11-23,Delivered,91.88,0.0,0.0,0.0,91.88,Debit Card,United Kingdom,Sheffield,Paid Search
ORD100950,CUS11773,2023-06-08,Shipped,353.77,0.0,0.0,12.99,366.76,Credit Card,Canada,Montreal,Organic Search
ORD100951,CUS16347,2022-03-23,Delivered,566.59,0.0,0.0,0.0,566.59,Credit Card,United States,San Jose,Paid Social
ORD100952,CUS16252,2023-12-14,Delivered,591.88,0.0,0.0,4.99,596.87,Credit Card,United States,Dallas,Paid Social
ORD100953,CUS12655,2023-04-04,Processing,120.27,0.0,0.0,0.0,120.27,PayPal,United States,Los Angeles,Email
ORD100954,CUS12311,2024-06-20,Delivered,297.46,0.25,74.36,4.99,228.09,Credit Card,United States,Houston,Paid Search
ORD100955,CUS11706,2024-07-22,Delivered,24.77,0.2,4.95,4.99,24.81,Credit Card,United Kingdom,Liverpool,Organic Search
ORD100956,CUS12252,2022-06-04,Delivered,334.17,0.0,0.0,0.0,334.17,Credit Card,United States,Dallas,Influencer
ORD100957,CUS17017,2024-10-26,Delivered,157.31,0.0,0.0,0.0,157.31,BNPL,Canada,Calgary,Paid Social
ORD100958,CUS12856,2024-09-22,Delivered,45.21,0.1,4.52,7.99,48.68,Credit Card,United States,San Antonio,Email
ORD100959,CUS17013,2023-11-04,Cancelled,111.06,0.0,0.0,0.0,111.06,PayPal,United Kingdom,Leeds,Organic Search
ORD100960,CUS16349,2024-03-27,Shipped,116.65,0.0,0.0,0.0,116.65,BNPL,United States,Chicago,Paid Social
ORD100961,CUS14467,2022-02-02,Processing,313.85,0.0,0.0,12.99,326.84,PayPal,United States,Dallas,Affiliate
ORD100962,CUS10318,2024-09-22,Refunded,289.08,0.0,0.0,4.99,294.07,Credit Card,United Kingdom,Birmingham,Paid Social
ORD100963,CUS14319,2023-04-11,Delivered,120.94,0.0,0.0,7.99,128.93,Credit Card,United States,Philadelphia,Paid Social
ORD100964,CUS13877,2024-07-04,Refunded,407.42,0.0,0.0,0.0,407.42,Apple Pay,United States,Los Angeles,Affiliate
ORD100965,CUS17133,2023-01-12,Delivered,86.54,0.0,0.0,0.0,86.54,Credit Card,United States,San Diego,Influencer
ORD100966,CUS17800,2024-02-13,Delivered,33.82,0.0,0.0,7.99,41.81,PayPal,United States,New York,Organic Search
ORD100967,CUS14427,2023-02-22,Delivered,120.94,0.0,0.0,0.0,120.94,Apple Pay,Canada,Edmonton,Organic Search
ORD100968,CUS15733,2022-12-24,Shipped,230.19,0.15,34.53,0.0,195.66,Credit Card,Canada,Edmonton,Paid Social
ORD100969,CUS15087,2024-08-22,Shipped,259.42,0.0,0.0,0.0,259.42,Apple Pay,United Kingdom,Edinburgh,Organic Search
ORD100970,CUS16236,2023-12-04,Delivered,69.94,0.0,0.0,0.0,69.94,PayPal,United States,San Antonio,Paid Social
ORD100971,CUS13480,2024-04-15,Processing,121.12,0.0,0.0,0.0,121.12,Credit Card,Australia,Melbourne,Organic Search
ORD100972,CUS16878,2023-07-22,Processing,136.77,0.0,0.0,4.99,141.76,Credit Card,United States,Los Angeles,Email
ORD100973,CUS14592,2024-07-16,Delivered,86.54,0.2,17.31,0.0,69.23,Credit Card,United Kingdom,Leeds,Paid Social
ORD100974,CUS14751,2023-12-23,Delivered,211.0,0.0,0.0,0.0,211.0,Credit Card,United Kingdom,Leeds,Paid Search
ORD100975,CUS14390,2022-04-04,Cancelled,639.22,0.0,0.0,0.0,639.22,Apple Pay,United Kingdom,Birmingham,Organic Search
ORD100976,CUS11415,2024-01-17,Delivered,50.66,0.0,0.0,7.99,58.65,Apple Pay,United States,San Jose,Email
ORD100977,CUS17465,2022-02-03,Refunded,289.08,0.0,0.0,0.0,289.08,PayPal,United States,Dallas,Email
ORD100978,CUS16759,2024-04-01,Delivered,109.25,0.0,0.0,4.99,114.24,Credit Card,Canada,Montreal,Organic Search
ORD100979,CUS14164,2022-12-09,Delivered,394.56,0.0,0.0,12.99,407.55,Apple Pay,United Kingdom,Birmingham,Paid Social
ORD100980,CUS13018,2023-10-03,Delivered,330.2,0.1,33.02,4.99,302.17,Credit Card,Canada,Calgary,Paid Social
ORD100981,CUS13977,2023-12-27,Processing,505.24,0.0,0.0,7.99,513.23,Credit Card,United Kingdom,Leeds,Organic Search
ORD100982,CUS16222,2023-11-08,Refunded,109.25,0.15,16.39,0.0,92.86,PayPal,United States,Houston,Influencer
ORD100983,CUS17653,2023-11-22,Processing,251.5,0.0,0.0,4.99,256.49,Credit Card,Australia,Adelaide,Affiliate
ORD100984,CUS13186,2024-06-13,Shipped,69.94,0.25,17.48,0.0,52.46,BNPL,Canada,Toronto,Organic Search
ORD100985,CUS17786,2022-12-29,Delivered,317.62,0.1,31.76,12.99,298.85,Credit Card,United States,San Antonio,Organic Search
ORD100986,CUS17596,2023-07-27,Refunded,184.46,0.0,0.0,7.99,192.45,Credit Card,United States,Chicago,Paid Social
ORD100987,CUS15749,2022-08-05,Delivered,33.82,0.0,0.0,7.99,41.81,Credit Card,United States,New York,Influencer
ORD100988,CUS16834,2023-04-26,Delivered,641.21,0.25,160.3,4.99,485.9,Debit Card,Canada,Calgary,Paid Social
ORD100989,CUS15170,2022-07-04,Delivered,115.6,0.0,0.0,4.99,120.59,Apple Pay,United States,Dallas,Paid Social
ORD100990,CUS17429,2023-11-06,Cancelled,112.67,0.25,28.17,7.99,92.49,Credit Card,United Kingdom,Edinburgh,Email
ORD100991,CUS11231,2022-12-06,Cancelled,195.79,0.0,0.0,7.99,203.78,Credit Card,United States,San Antonio,Organic Search
ORD100992,CUS15273,2024-05-08,Cancelled,371.22,0.1,37.12,4.99,339.09,Credit Card,United States,Houston,Email
ORD100993,CUS14579,2022-12-15,Delivered,203.64,0.0,0.0,0.0,203.64,PayPal,United States,Houston,Influencer
ORD100994,CUS10111,2022-11-20,Refunded,394.01,0.25,98.5,0.0,295.51,Debit Card,United States,Philadelphia,Paid Social
ORD100995,CUS14077,2023-05-21,Refunded,252.24,0.0,0.0,0.0,252.24,Credit Card,United Kingdom,Edinburgh,Organic Search
ORD100996,CUS15023,2022-08-06,Delivered,570.08,0.0,0.0,0.0,570.08,Apple Pay,Australia,Melbourne,Paid Social
ORD100997,CUS13859,2022-09-13,Delivered,180.88,0.0,0.0,7.99,188.87,Credit Card,Canada,Edmonton,Paid Social
ORD100998,CUS10353,2024-02-09,Delivered,111.06,0.0,0.0,0.0,111.06,Credit Card,United States,Houston,Paid Social
ORD100999,CUS10606,2023-05-27,Shipped,257.71,0.0,0.0,0.0,257.71,Credit Card,Australia,Sydney,Organic Search
ORD101000,CUS12729,2022-09-16,Refunded,210.92,0.0,0.0,4.99,215.91,Credit Card,United States,Phoenix,Paid Social
ORD101001,CUS13628,2022-02-15,Delivered,111.06,0.0,0.0,0.0,111.06,PayPal,United States,San Antonio,Direct
ORD101002,CUS16993,2023-04-24,Delivered,109.25,0.2,21.85,4.99,92.39,Credit Card,United States,San Antonio,Influencer
ORD101003,CUS13239,2023-12-24,Delivered,148.0,0.0,0.0,7.99,155.99,Credit Card,United States,Chicago,Organic Search
ORD101004,CUS14824,2022-12-18,Shipped,148.0,0.0,0.0,7.99,155.99,Credit Card,Canada,Edmonton,Email
ORD101005,CUS10152,2022-11-03,Refunded,51.34,0.0,0.0,4.99,56.33,PayPal,Canada,Ottawa,Organic Search
ORD101006,CUS10454,2023-02-01,Shipped,139.01,0.0,0.0,0.0,139.01,Credit Card,United States,Los Angeles,Email
ORD101007,CUS12040,2024-09-07,Delivered,179.19,0.15,26.88,7.99,160.3,Credit Card,United States,Phoenix,Affiliate
ORD101008,CUS14172,2023-02-27,Delivered,128.22,0.0,0.0,7.99,136.21,Debit Card,United States,San Antonio,Paid Social
ORD101009,CUS12500,2022-11-08,Cancelled,113.0,0.15,16.95,0.0,96.05,PayPal,United States,San Jose,Direct
ORD101010,CUS14000,2023-08-26,Delivered,128.67,0.0,0.0,0.0,128.67,Debit Card,United Kingdom,Birmingham,Paid Social
ORD101011,CUS16228,2024-03-08,Delivered,139.01,0.0,0.0,4.99,144.0,PayPal,United States,San Diego,Paid Social
ORD101012,CUS13598,2022-02-06,Delivered,50.66,0.15,7.6,0.0,43.06,PayPal,United Kingdom,Leeds,Organic Search
ORD101013,CUS10851,2023-08-11,Delivered,289.08,0.15,43.36,4.99,250.71,Credit Card,United States,Phoenix,Paid Social
ORD101014,CUS16222,2024-04-10,Delivered,69.94,0.0,0.0,0.0,69.94,Credit Card,United States,Houston,Influencer
ORD101015,CUS14670,2022-09-28,Shipped,167.86,0.0,0.0,0.0,167.86,Credit Card,United States,Houston,Paid Social
ORD101016,CUS13365,2024-07-20,Delivered,156.97,0.0,0.0,4.99,161.96,PayPal,United States,San Jose,Paid Search
ORD101017,CUS13737,2023-09-06,Delivered,160.34,0.0,0.0,4.99,165.33,PayPal,United States,Dallas,Email
ORD101018,CUS15585,2023-06-18,Refunded,92.58,0.0,0.0,7.99,100.57,Credit Card,United States,New York,Influencer
ORD101019,CUS11438,2024-09-13,Delivered,24.77,0.15,3.72,4.99,26.04,Credit Card,Canada,Vancouver,Paid Social
ORD101020,CUS13947,2022-06-09,Delivered,259.55,0.15,38.93,0.0,220.62,Credit Card,Canada,Montreal,Paid Social
ORD101021,CUS12780,2023-12-23,Delivered,184.46,0.0,0.0,7.99,192.45,Credit Card,Canada,Toronto,Paid Search
ORD101022,CUS17526,2024-03-18,Delivered,528.26,0.0,0.0,0.0,528.26,Credit Card,United Kingdom,Leeds,Email
ORD101023,CUS17694,2023-05-18,Cancelled,157.31,0.1,15.73,4.99,146.57,Credit Card,Canada,Montreal,Direct
ORD101024,CUS15547,2022-01-13,Delivered,109.25,0.1,10.92,7.99,106.32,Apple Pay,United States,New York,Affiliate
ORD101025,CUS15957,2023-06-28,Delivered,148.0,0.0,0.0,0.0,148.0,Credit Card,United States,Houston,Paid Search
ORD101026,CUS13784,2022-07-08,Delivered,146.5,0.0,0.0,4.99,151.49,PayPal,United States,Los Angeles,Direct
ORD101027,CUS15314,2023-08-17,Cancelled,157.31,0.0,0.0,4.99,162.3,Credit Card,United Kingdom,Birmingham,Influencer
ORD101028,CUS11987,2023-12-22,Shipped,79.96,0.2,15.99,4.99,68.96,Credit Card,United States,New York,Paid Social
ORD101029,CUS16599,2023-07-06,Delivered,394.01,0.0,0.0,0.0,394.01,Credit Card,United States,Chicago,Email
ORD101030,CUS12483,2023-11-05,Cancelled,131.75,0.0,0.0,4.99,136.74,Debit Card,United Kingdom,Edinburgh,Influencer
ORD101031,CUS10991,2022-05-12,Delivered,171.6,0.0,0.0,7.99,179.59,Debit Card,United States,New York,Email
ORD101032,CUS14718,2022-05-05,Shipped,25.56,0.0,0.0,0.0,25.56,Credit Card,United States,Chicago,Paid Search
ORD101033,CUS12015,2024-04-30,Refunded,467.92,0.15,70.19,0.0,397.73,Credit Card,United States,San Diego,Direct
ORD101034,CUS11372,2022-03-05,Refunded,509.03,0.0,0.0,0.0,509.03,Credit Card,United States,Houston,Direct
ORD101035,CUS16215,2022-11-18,Delivered,189.21,0.0,0.0,12.99,202.2,Credit Card,Canada,Vancouver,Paid Search
ORD101036,CUS10945,2024-08-10,Delivered,25.56,0.1,2.56,0.0,23.0,Credit Card,United States,San Diego,Influencer
ORD101037,CUS11086,2023-04-14,Delivered,79.96,0.15,11.99,0.0,67.97,Credit Card,United States,Philadelphia,Organic Search
ORD101038,CUS15175,2023-11-23,Refunded,25.56,0.25,6.39,12.99,32.16,Credit Card,United States,New York,Direct
ORD101039,CUS10267,2022-10-06,Delivered,177.03,0.0,0.0,4.99,182.02,PayPal,United States,San Antonio,Organic Search
ORD101040,CUS12374,2022-11-13,Shipped,330.2,0.0,0.0,7.99,338.19,Credit Card,United States,Dallas,Organic Search
ORD101041,CUS10023,2023-06-09,Delivered,69.94,0.1,6.99,0.0,62.95,BNPL,Australia,Adelaide,Paid Search
ORD101042,CUS16184,2023-11-08,Cancelled,210.92,0.0,0.0,0.0,210.92,PayPal,United States,San Antonio,Paid Search
ORD101043,CUS12414,2024-09-09,Shipped,330.2,0.0,0.0,7.99,338.19,Apple Pay,United States,San Jose,Direct
ORD101044,CUS11305,2023-09-01,Shipped,69.07,0.25,17.27,0.0,51.8,PayPal,United States,Phoenix,Organic Search
ORD101045,CUS16278,2022-05-04,Shipped,145.71,0.2,29.14,4.99,121.56,Credit Card,Australia,Perth,Paid Social
ORD101046,CUS12432,2022-12-26,Processing,505.08,0.0,0.0,7.99,513.07,PayPal,Canada,Vancouver,Influencer
ORD101047,CUS13665,2022-11-02,Delivered,495.9,0.2,99.18,0.0,396.72,Credit Card,Australia,Sydney,Organic Search
ORD101048,CUS15665,2022-11-06,Cancelled,136.77,0.0,0.0,12.99,149.76,Debit Card,Canada,Toronto,Paid Social
ORD101049,CUS17480,2023-06-05,Processing,33.82,0.0,0.0,4.99,38.81,Debit Card,Canada,Vancouver,Direct
ORD101050,CUS13163,2022-12-02,Processing,69.07,0.0,0.0,12.99,82.06,PayPal,Canada,Toronto,Affiliate
ORD101051,CUS16858,2022-11-21,Delivered,23.57,0.0,0.0,4.99,28.56,Credit Card,Canada,Vancouver,Email
ORD101052,CUS14554,2024-09-19,Delivered,190.01,0.0,0.0,7.99,198.0,PayPal,United States,Dallas,Paid Search
ORD101053,CUS11664,2023-09-14,Delivered,208.84,0.0,0.0,0.0,208.84,Credit Card,Canada,Montreal,Organic Search
ORD101054,CUS10357,2022-11-09,Delivered,111.06,0.0,0.0,0.0,111.06,Credit Card,United States,Houston,Paid Social
ORD101055,CUS12632,2022-11-15,Shipped,412.66,0.2,82.53,4.99,335.12,Debit Card,United States,Philadelphia,Paid Search
ORD101056,CUS15155,2024-03-08,Delivered,412.66,0.0,0.0,4.99,417.65,PayPal,United States,Dallas,Organic Search
ORD101057,CUS16163,2024-06-06,Refunded,111.06,0.0,0.0,0.0,111.06,Credit Card,Canada,Montreal,Influencer
ORD101058,CUS14827,2023-11-25,Delivered,87.9,0.0,0.0,4.99,92.89,Credit Card,Canada,Toronto,Organic Search
ORD101059,CUS13056,2023-03-09,Shipped,160.34,0.0,0.0,0.0,160.34,PayPal,Canada,Ottawa,Paid Search
ORD101060,CUS17106,2024-01-13,Shipped,120.94,0.1,12.09,4.99,113.84,Apple Pay,United Kingdom,London,Organic Search
ORD101061,CUS16910,2024-08-10,Processing,23.57,0.15,3.54,0.0,20.03,Credit Card,United Kingdom,Sheffield,Direct
ORD101062,CUS16248,2022-07-25,Cancelled,148.0,0.0,0.0,12.99,160.99,Credit Card,Canada,Calgary,Direct
ORD101063,CUS16420,2024-05-11,Delivered,128.67,0.1,12.87,0.0,115.8,Credit Card,United States,San Jose,Email
ORD101064,CUS13654,2024-04-27,Refunded,334.29,0.0,0.0,0.0,334.29,Apple Pay,Canada,Toronto,Paid Search
ORD101065,CUS10113,2022-12-26,Processing,92.58,0.2,18.52,0.0,74.06,Debit Card,Australia,Melbourne,Paid Social
ORD101066,CUS14966,2022-11-22,Delivered,33.82,0.0,0.0,0.0,33.82,BNPL,United Kingdom,Glasgow,Organic Search
ORD101067,CUS14067,2023-08-20,Delivered,69.94,0.0,0.0,7.99,77.93,PayPal,Canada,Montreal,Paid Social
ORD101068,CUS12233,2022-11-14,Delivered,28.54,0.0,0.0,0.0,28.54,Apple Pay,Canada,Edmonton,Direct
ORD101069,CUS11991,2022-06-28,Delivered,50.66,0.3,15.2,12.99,48.45,Credit Card,United Kingdom,Birmingham,Influencer
ORD101070,CUS12915,2024-08-30,Cancelled,259.42,0.0,0.0,0.0,259.42,BNPL,Australia,Brisbane,Direct
ORD101071,CUS11618,2023-05-21,Delivered,45.21,0.2,9.04,12.99,49.16,PayPal,United Kingdom,Edinburgh,Organic Search
ORD101072,CUS13555,2023-05-01,Refunded,76.03,0.1,7.6,0.0,68.43,Credit Card,Australia,Adelaide,Organic Search
ORD101073,CUS12729,2022-06-05,Refunded,91.88,0.0,0.0,4.99,96.87,BNPL,United States,Phoenix,Paid Social
ORD101074,CUS10803,2023-06-03,Shipped,232.0,0.0,0.0,7.99,239.99,Credit Card,United Kingdom,Sheffield,Direct
ORD101075,CUS16781,2023-12-24,Delivered,157.31,0.15,23.6,4.99,138.7,Credit Card,Australia,Melbourne,Paid Social
ORD101076,CUS14538,2022-11-04,Processing,92.58,0.0,0.0,0.0,92.58,PayPal,Canada,Calgary,Paid Social
ORD101077,CUS14937,2022-12-27,Cancelled,45.21,0.0,0.0,7.99,53.2,PayPal,United States,Philadelphia,Email
ORD101078,CUS10484,2022-08-11,Delivered,69.07,0.0,0.0,7.99,77.06,Credit Card,United States,San Diego,Email
ORD101079,CUS12715,2022-12-20,Delivered,215.21,0.0,0.0,4.99,220.2,PayPal,Canada,Toronto,Email
ORD101080,CUS16903,2024-05-10,Processing,757.07,0.0,0.0,0.0,757.07,Apple Pay,Canada,Calgary,Paid Social
ORD101081,CUS15148,2022-10-27,Cancelled,558.02,0.1,55.8,0.0,502.22,PayPal,United States,Houston,Direct
ORD101082,CUS11550,2022-02-13,Delivered,224.67,0.0,0.0,0.0,224.67,PayPal,United Kingdom,Edinburgh,Influencer
ORD101083,CUS15306,2023-07-13,Delivered,302.8,0.15,45.42,0.0,257.38,PayPal,United States,Houston,Direct
ORD101084,CUS13904,2023-09-08,Delivered,113.0,0.0,0.0,0.0,113.0,PayPal,United Kingdom,London,Paid Social
ORD101085,CUS15330,2022-12-08,Shipped,412.66,0.0,0.0,0.0,412.66,BNPL,United States,Los Angeles,Organic Search
ORD101086,CUS15663,2023-11-09,Delivered,541.33,0.25,135.33,0.0,406.0,Credit Card,Canada,Vancouver,Paid Social
ORD101087,CUS12810,2022-02-21,Processing,280.86,0.0,0.0,0.0,280.86,Credit Card,United States,Dallas,Email
ORD101088,CUS12839,2022-12-13,Cancelled,208.84,0.15,31.33,0.0,177.51,Credit Card,United Kingdom,Glasgow,Paid Social
ORD101089,CUS11066,2022-06-27,Delivered,93.84,0.0,0.0,4.99,98.83,Credit Card,United States,Los Angeles,Organic Search
ORD101090,CUS11497,2022-10-17,Delivered,131.3,0.0,0.0,7.99,139.29,BNPL,Canada,Montreal,Organic Search
ORD101091,CUS12562,2023-01-07,Delivered,23.57,0.0,0.0,0.0,23.57,Credit Card,United States,Phoenix,Organic Search
ORD101092,CUS13887,2023-05-23,Shipped,213.95,0.0,0.0,0.0,213.95,Credit Card,Australia,Sydney,Direct
