return_id,order_id,product_id,category,return_date,return_reason,refund_amount,country
RET1588,ORD108507,PRD1007,Bags,2022-12-28,Changed mind,128.67,Australia
RET1589,ORD108514,PRD1014,Jewellery,2023-10-24,Wrong size,109.25,Australia
RET1590,ORD108534,PRD1016,Jewellery,2024-04-30,Gift return,23.57,United States
RET1591,ORD108553,PRD1030,Scarves,2023-05-30,Gift return,106.99,United States
RET1592,ORD108555,PRD1004,Bags,2022-08-08,Better price found,136.77,United States
RET1593,ORD108564,PRD1018,Watches,2022-12-12,Changed mind,289.08,United States
RET1594,ORD108565,PRD1031,Belts,2024-01-16,Defective item,24.77,United Kingdom
RET1595,ORD108575,PRD1015,Jewellery,2023-06-14,Not as described,33.82,United States
RET1596,ORD108578,PRD1002,Bags,2023-01-11,Wrong size,259.42,United Kingdom
RET1597,ORD108581,PRD1001,Bags,2023-12-16,Not as described,148.0,United Kingdom
RET1598,ORD108590,PRD1027,Sunglasses,2023-08-09,Changed mind,35.64,United States
RET1599,ORD108594,PRD1007,Bags,2022-03-22,Not as described,128.67,Canada
RET1600,ORD108616,PRD1018,Watches,2022-03-15,Changed mind,289.08,Australia
RET1601,ORD108619,PRD1027,Sunglasses,2024-10-03,Changed mind,35.64,United States
RET1602,ORD108643,PRD1004,Bags,2023-09-11,Wrong size,136.77,United States
RET1603,ORD108679,PRD1003,Bags,2022-08-09,Better price found,87.9,United Kingdom
RET1604,ORD108679,PRD1009,Jewellery,2022-08-26,Wrong size,25.56,United Kingdom
RET1605,ORD108680,PRD1020,Watches,2023-12-20,Better price found,412.66,United States
RET1606,ORD108681,PRD1025,Sunglasses,2022-02-17,Not as described,69.07,United States
RET1607,ORD108685,PRD1013,Jewellery,2024-06-19,Changed mind,28.54,Australia
RET1608,ORD108705,PRD1032,Belts,2023-08-19,Wrong size,69.94,United States
RET1609,ORD108744,PRD1006,Bags,2023-07-22,Gift return,45.21,United States
RET1610,ORD108776,PRD1005,Bags,2024-05-12,Better price found,50.66,Australia
RET1611,ORD108776,PRD1013,Jewellery,2024-04-28,Better price found,28.54,Australia
RET1612,ORD108788,PRD1031,Belts,2022-10-31,Better price found,24.77,Canada
RET1613,ORD108789,PRD1005,Bags,2022-12-10,Not as described,50.66,United States
RET1614,ORD108812,PRD1003,Bags,2022-03-21,Wrong size,87.9,United States
RET1615,ORD108824,PRD1010,Jewellery,2022-09-13,Better price found,91.88,Canada
RET1616,ORD108837,PRD1019,Watches,2022-04-03,Defective item,394.01,Australia
RET1617,ORD108846,PRD1013,Jewellery,2023-03-22,Wrong size,28.54,United States
RET1618,ORD108850,PRD1024,Sunglasses,2024-06-25,Wrong size,76.03,United Kingdom
RET1619,ORD108859,PRD1003,Bags,2022-10-02,Not as described,87.9,United States
RET1620,ORD108859,PRD1001,Bags,2022-10-05,Wrong size,148.0,United States
RET1621,ORD108869,PRD1022,Watches,2023-02-21,Defective item,111.06,Canada
RET1622,ORD108894,PRD1004,Bags,2024-05-27,Changed mind,136.77,United States
RET1623,ORD108898,PRD1014,Jewellery,2024-09-01,Not as described,109.25,United States
RET1624,ORD108901,PRD1019,Watches,2022-02-28,Wrong size,394.01,United States
RET1625,ORD108948,PRD1012,Jewellery,2024-02-26,Defective item,157.31,United States
RET1626,ORD108962,PRD1015,Jewellery,2022-06-28,Defective item,33.82,United Kingdom
RET1627,ORD108986,PRD1001,Bags,2022-02-25,Better price found,148.0,Canada
RET1628,ORD109001,PRD1009,Jewellery,2023-03-14,Changed mind,25.56,United States
RET1629,ORD109048,PRD1013,Jewellery,2023-06-16,Better price found,28.54,United States
RET1630,ORD109053,PRD1028,Scarves,2023-05-15,Wrong size,92.58,Canada
RET1631,ORD109064,PRD1009,Jewellery,2023-09-01,Better price found,25.56,United States
RET1632,ORD109095,PRD1018,Watches,2024-03-02,Changed mind,289.08,United States
RET1633,ORD109110,PRD1002,Bags,2022-07-06,Gift return,259.42,United Kingdom
RET1634,ORD109128,PRD1002,Bags,2023-07-20,Wrong size,259.42,Canada
RET1635,ORD109142,PRD1009,Jewellery,2023-06-04,Gift return,25.56,United States
RET1636,ORD109165,PRD1028,Scarves,2023-01-07,Wrong size,92.58,Canada
RET1637,ORD109166,PRD1008,Bags,2024-09-05,Not as described,51.34,United Kingdom
RET1638,ORD109210,PRD1027,Sunglasses,2023-01-01,Wrong size,35.64,Australia
RET1639,ORD109210,PRD1006,Bags,2023-01-07,Changed mind,45.21,Australia
RET1640,ORD109244,PRD1005,Bags,2023-03-11,Defective item,50.66,United States
RET1641,ORD109249,PRD1009,Jewellery,2022-04-02,Wrong size,25.56,United States
RET1642,ORD109273,PRD1002,Bags,2022-02-16,Changed mind,259.42,United States
RET1643,ORD109279,PRD1020,Watches,2022-08-13,Not as described,412.66,Australia
RET1644,ORD109307,PRD1019,Watches,2023-12-20,Better price found,394.01,Canada
RET1645,ORD109321,PRD1033,Belts,2024-03-21,Better price found,86.54,United States
RET1646,ORD109325,PRD1030,Scarves,2022-06-10,Gift return,106.99,United States
RET1647,ORD109340,PRD1004,Bags,2022-06-16,Wrong size,136.77,United States
RET1648,ORD109357,PRD1023,Sunglasses,2022-01-21,Changed mind,120.94,Canada
RET1649,ORD109361,PRD1030,Scarves,2022-02-26,Wrong size,106.99,Canada
RET1650,ORD109370,PRD1013,Jewellery,2024-07-05,Wrong size,28.54,United States
RET1651,ORD109389,PRD1020,Watches,2024-06-25,Wrong size,412.66,Canada
RET1652,ORD109396,PRD1021,Watches,2024-02-12,Wrong size,210.92,United States
RET1653,ORD109403,PRD1008,Bags,2024-06-14,Not as described,51.34,Australia
RET1654,ORD109407,PRD1025,Sunglasses,2023-12-06,Not as described,69.07,United Kingdom
RET1655,ORD109416,PRD1008,Bags,2023-12-09,Changed mind,51.34,United States
RET1656,ORD109416,PRD1004,Bags,2023-12-26,Changed mind,136.77,United States
RET1657,ORD109421,PRD1011,Jewellery,2024-01-04,Better price found,79.96,United States
RET1658,ORD109438,PRD1033,Belts,2024-01-25,Wrong size,86.54,United Kingdom
RET1659,ORD109447,PRD1009,Jewellery,2023-09-05,Changed mind,25.56,United Kingdom
RET1660,ORD109453,PRD1006,Bags,2023-02-07,Not as described,45.21,United States
RET1661,ORD109454,PRD1005,Bags,2024-09-21,Wrong size,50.66,United States
RET1662,ORD109466,PRD1018,Watches,2023-12-03,Wrong size,289.08,Canada
RET1663,ORD109487,PRD1029,Scarves,2022-06-04,Better price found,113.0,United States
RET1664,ORD109493,PRD1010,Jewellery,2023-02-20,Changed mind,91.88,United States
RET1665,ORD109493,PRD1004,Bags,2023-03-05,Changed mind,136.77,United States
RET1666,ORD109496,PRD1020,Watches,2024-11-21,Changed mind,412.66,United States
RET1667,ORD109500,PRD1001,Bags,2023-03-22,Changed mind,148.0,United States
RET1668,ORD109501,PRD1013,Jewellery,2022-03-15,Gift return,28.54,Australia
RET1669,ORD109511,PRD1001,Bags,2023-01-08,Defective item,148.0,United States
RET1670,ORD109511,PRD1033,Belts,2023-01-04,Changed mind,86.54,United States
RET1671,ORD109547,PRD1022,Watches,2022-03-12,Wrong size,111.06,United States
RET1672,ORD109565,PRD1027,Sunglasses,2024-04-11,Defective item,35.64,United States
RET1673,ORD109579,PRD1002,Bags,2023-10-02,Not as described,259.42,United States
RET1674,ORD109625,PRD1020,Watches,2022-06-09,Not as described,412.66,United States
RET1675,ORD109633,PRD1020,Watches,2023-02-10,Not as described,412.66,United States
RET1676,ORD109638,PRD1001,Bags,2023-04-09,Changed mind,148.0,Canada
RET1677,ORD109648,PRD1008,Bags,2022-12-19,Changed mind,51.34,United States
RET1678,ORD109664,PRD1003,Bags,2023-08-02,Defective item,87.9,Australia
RET1679,ORD109698,PRD1027,Sunglasses,2022-09-29,Wrong size,35.64,United States
RET1680,ORD109705,PRD1024,Sunglasses,2022-10-03,Defective item,76.03,United States
RET1681,ORD109716,PRD1004,Bags,2023-06-07,Defective item,136.77,Australia
RET1682,ORD109755,PRD1009,Jewellery,2023-05-27,Better price found,25.56,Australia
RET1683,ORD109770,PRD1021,Watches,2024-11-03,Better price found,210.92,United Kingdom
RET1684,ORD109780,PRD1002,Bags,2022-10-30,Gift return,259.42,United Kingdom
RET1685,ORD109780,PRD1009,Jewellery,2022-11-09,Not as described,25.56,United Kingdom
RET1686,ORD109790,PRD1017,Watches,2023-08-06,Not as described,330.2,United Kingdom
RET1687,ORD109811,PRD1033,Belts,2023-04-03,Better price found,86.54,United States
RET1688,ORD109820,PRD1013,Jewellery,2023-01-02,Changed mind,28.54,United States
RET1689,ORD109822,PRD1033,Belts,2022-10-07,Wrong size,86.54,United Kingdom
RET1690,ORD109827,PRD1008,Bags,2023-06-04,Not as described,51.34,United States
RET1691,ORD109857,PRD1018,Watches,2022-03-22,Wrong size,289.08,United Kingdom
RET1692,ORD109859,PRD1013,Jewellery,2022-06-08,Defective item,28.54,United Kingdom
RET1693,ORD109911,PRD1003,Bags,2023-11-12,Not as described,87.9,Canada
RET1694,ORD109937,PRD1024,Sunglasses,2023-02-07,Changed mind,76.03,United States
RET1695,ORD109948,PRD1025,Sunglasses,2023-11-27,Not as described,69.07,United States
RET1696,ORD109948,PRD1021,Watches,2023-12-03,Changed mind,210.92,United States
RET1697,ORD109969,PRD1004,Bags,2023-12-03,Changed mind,136.77,United Kingdom
RET1698,ORD109985,PRD1032,Belts,2022-05-21,Wrong size,69.94,United States
RET1699,ORD109993,PRD1024,Sunglasses,2022-02-10,Defective item,76.03,United States
RET1700,ORD109999,PRD1017,Watches,2024-02-17,Wrong size,330.2,Canada
RET1701,ORD110004,PRD1019,Watches,2024-11-25,Changed mind,394.01,United States
RET1702,ORD110006,PRD1026,Sunglasses,2022-12-14,Better price found,148.49,United Kingdom
RET1703,ORD110031,PRD1020,Watches,2022-06-12,Better price found,412.66,United States
RET1704,ORD110042,PRD1006,Bags,2022-02-06,Better price found,45.21,United States
RET1705,ORD110075,PRD1019,Watches,2024-10-17,Better price found,394.01,Canada
RET1706,ORD110121,PRD1023,Sunglasses,2022-07-23,Changed mind,120.94,United States
RET1707,ORD110131,PRD1004,Bags,2023-02-24,Not as described,136.77,United States
RET1708,ORD110133,PRD1002,Bags,2024-08-01,Wrong size,259.42,United States
RET1709,ORD110138,PRD1004,Bags,2023-12-03,Changed mind,136.77,United States
RET1710,ORD110145,PRD1001,Bags,2023-06-29,Not as described,148.0,Australia
RET1711,ORD110147,PRD1017,Watches,2022-04-28,Gift return,330.2,United States
RET1712,ORD110187,PRD1030,Scarves,2024-06-01,Defective item,106.99,Canada
RET1713,ORD110198,PRD1020,Watches,2022-12-27,Not as described,412.66,Canada
RET1714,ORD110198,PRD1021,Watches,2023-01-04,Wrong size,210.92,Canada
RET1715,ORD110213,PRD1008,Bags,2022-02-20,Wrong size,51.34,United States
RET1716,ORD110220,PRD1008,Bags,2023-01-07,Defective item,51.34,Canada
RET1717,ORD110275,PRD1013,Jewellery,2022-03-24,Changed mind,28.54,United States
RET1718,ORD110303,PRD1004,Bags,2024-06-21,Wrong size,136.77,United Kingdom
RET1719,ORD110303,PRD1008,Bags,2024-07-06,Not as described,51.34,United Kingdom
RET1720,ORD110368,PRD1021,Watches,2024-01-10,Changed mind,210.92,Canada
RET1721,ORD110370,PRD1018,Watches,2023-01-06,Wrong size,289.08,Australia
RET1722,ORD110371,PRD1022,Watches,2023-11-27,Changed mind,111.06,Canada
RET1723,ORD110380,PRD1030,Scarves,2023-02-28,Defective item,106.99,United States
RET1724,ORD110417,PRD1007,Bags,2023-02-09,Changed mind,128.67,United States
RET1725,ORD110420,PRD1024,Sunglasses,2024-10-29,Wrong size,76.03,United States
RET1726,ORD110422,PRD1014,Jewellery,2024-07-23,Defective item,109.25,United States
RET1727,ORD110428,PRD1004,Bags,2024-06-14,Wrong size,136.77,United States
RET1728,ORD110428,PRD1026,Sunglasses,2024-06-18,Not as described,148.49,United States
RET1729,ORD110454,PRD1014,Jewellery,2024-06-16,Wrong size,109.25,United States
RET1730,ORD110456,PRD1027,Sunglasses,2022-10-28,Changed mind,35.64,United States
RET1731,ORD110457,PRD1020,Watches,2022-12-13,Changed mind,412.66,United States
RET1732,ORD110468,PRD1022,Watches,2022-03-22,Not as described,111.06,United States
RET1733,ORD110502,PRD1006,Bags,2023-12-02,Wrong size,45.21,United States
RET1734,ORD110538,PRD1001,Bags,2022-12-16,Defective item,148.0,Australia
RET1735,ORD110541,PRD1012,Jewellery,2024-04-27,Changed mind,157.31,United States
RET1736,ORD110551,PRD1008,Bags,2022-05-22,Not as described,51.34,Canada
RET1737,ORD110561,PRD1005,Bags,2023-06-26,Defective item,50.66,United Kingdom
RET1738,ORD110566,PRD1003,Bags,2022-12-17,Wrong size,87.9,United States
RET1739,ORD110575,PRD1007,Bags,2022-11-22,Wrong size,128.67,United States
RET1740,ORD110590,PRD1025,Sunglasses,2023-03-06,Wrong size,69.07,United States
RET1741,ORD110594,PRD1005,Bags,2022-04-29,Not as described,50.66,Canada
RET1742,ORD110613,PRD1029,Scarves,2022-08-01,Changed mind,113.0,United States
RET1743,ORD110625,PRD1020,Watches,2023-10-24,Better price found,412.66,Australia
RET1744,ORD110639,PRD1019,Watches,2022-10-14,Defective item,394.01,United States
RET1745,ORD110648,PRD1027,Sunglasses,2022-02-04,Changed mind,35.64,United Kingdom
RET1746,ORD110649,PRD1033,Belts,2022-09-26,Not as described,86.54,United States
RET1747,ORD110668,PRD1004,Bags,2023-03-20,Changed mind,136.77,United States
RET1748,ORD110673,PRD1021,Watches,2023-07-25,Wrong size,210.92,United States
RET1749,ORD110701,PRD1018,Watches,2022-06-25,Better price found,289.08,United States
RET1750,ORD110705,PRD1004,Bags,2023-11-21,Defective item,136.77,United Kingdom
RET1751,ORD110760,PRD1005,Bags,2024-01-27,Wrong size,50.66,United States
RET1752,ORD110769,PRD1005,Bags,2022-04-03,Changed mind,50.66,Canada
RET1753,ORD110783,PRD1020,Watches,2024-06-05,Changed mind,412.66,United Kingdom
RET1754,ORD110837,PRD1027,Sunglasses,2022-10-10,Not as described,35.64,United States
RET1755,ORD110839,PRD1017,Watches,2023-05-08,Defective item,330.2,Australia
RET1756,ORD110846,PRD1019,Watches,2024-05-22,Defective item,394.01,Canada
RET1757,ORD110852,PRD1018,Watches,2023-12-02,Changed mind,289.08,United States
RET1758,ORD110858,PRD1008,Bags,2022-03-10,Wrong size,51.34,United States
RET1759,ORD110866,PRD1020,Watches,2022-02-14,Defective item,412.66,United States
RET1760,ORD110877,PRD1028,Scarves,2024-08-03,Not as described,92.58,United States
RET1761,ORD110902,PRD1002,Bags,2022-06-03,Defective item,259.42,United States
RET1762,ORD110927,PRD1024,Sunglasses,2022-05-17,Changed mind,76.03,United Kingdom
RET1763,ORD110945,PRD1008,Bags,2024-04-18,Not as described,51.34,United Kingdom
RET1764,ORD110950,PRD1023,Sunglasses,2022-03-30,Changed mind,120.94,United Kingdom
RET1765,ORD110964,PRD1004,Bags,2023-12-25,Not as described,136.77,United States
RET1766,ORD110969,PRD1005,Bags,2024-06-15,Defective item,50.66,United States
RET1767,ORD110970,PRD1021,Watches,2022-12-17,Changed mind,210.92,Canada
RET1768,ORD110987,PRD1008,Bags,2023-04-27,Changed mind,51.34,United States
RET1769,ORD110995,PRD1022,Watches,2022-07-19,Wrong size,111.06,United Kingdom
RET1770,ORD111006,PRD1007,Bags,2024-11-12,Not as described,128.67,United Kingdom
RET1771,ORD111011,PRD1007,Bags,2023-10-10,Wrong size,128.67,Australia
RET1772,ORD111016,PRD1031,Belts,2022-12-23,Defective item,24.77,United Kingdom
RET1773,ORD111021,PRD1017,Watches,2022-09-26,Not as described,330.2,Canada
RET1774,ORD111036,PRD1017,Watches,2022-06-28,Not as described,330.2,Australia
RET1775,ORD111036,PRD1020,Watches,2022-06-27,Wrong size,412.66,Australia
RET1776,ORD111038,PRD1025,Sunglasses,2023-08-28,Wrong size,69.07,United Kingdom
RET1777,ORD111050,PRD1011,Jewellery,2022-12-21,Not as described,79.96,United States
RET1778,ORD111057,PRD1024,Sunglasses,2024-06-22,Defective item,76.03,United States
RET1779,ORD111095,PRD1017,Watches,2023-12-26,Defective item,330.2,Australia
RET1780,ORD111106,PRD1002,Bags,2024-04-06,Better price found,259.42,United Kingdom
RET1781,ORD111144,PRD1006,Bags,2024-03-08,Changed mind,45.21,United Kingdom
RET1782,ORD111151,PRD1016,Jewellery,2022-04-11,Wrong size,23.57,United Kingdom
RET1783,ORD111166,PRD1026,Sunglasses,2022-11-30,Defective item,148.49,United States
RET1784,ORD111198,PRD1005,Bags,2022-02-18,Not as described,50.66,United States
RET1785,ORD111206,PRD1002,Bags,2024-05-19,Defective item,259.42,United States
RET1786,ORD111207,PRD1002,Bags,2023-01-10,Changed mind,259.42,United Kingdom
RET1787,ORD111209,PRD1006,Bags,2023-11-16,Changed mind,45.21,United Kingdom
RET1788,ORD111218,PRD1023,Sunglasses,2024-08-24,Defective item,120.94,United Kingdom
RET1789,ORD111218,PRD1018,Watches,2024-08-18,Not as described,289.08,United Kingdom
RET1790,ORD111276,PRD1010,Jewellery,2023-09-13,Defective item,91.88,United States
RET1791,ORD111291,PRD1033,Belts,2022-12-25,Defective item,86.54,United States
RET1792,ORD111293,PRD1008,Bags,2023-05-11,Wrong size,51.34,United States
RET1793,ORD111298,PRD1029,Scarves,2023-02-06,Wrong size,113.0,United States
RET1794,ORD111303,PRD1004,Bags,2024-09-27,Changed mind,136.77,United States
RET1795,ORD111308,PRD1032,Belts,2023-11-10,Gift return,69.94,Australia
RET1796,ORD111312,PRD1021,Watches,2022-10-21,Changed mind,210.92,Canada
RET1797,ORD111317,PRD1011,Jewellery,2022-06-09,Defective item,79.96,United States
RET1798,ORD111329,PRD1001,Bags,2023-11-08,Not as described,148.0,United States
RET1799,ORD111338,PRD1020,Watches,2022-03-07,Wrong size,412.66,United Kingdom
RET1800,ORD111355,PRD1017,Watches,2024-01-27,Defective item,330.2,Canada
RET1801,ORD111364,PRD1002,Bags,2023-12-19,Not as described,259.42,United States
RET1802,ORD111369,PRD1012,Jewellery,2022-02-07,Wrong size,157.31,United States
RET1803,ORD111411,PRD1028,Scarves,2022-06-01,Not as described,92.58,United States
RET1804,ORD111444,PRD1006,Bags,2024-04-10,Changed mind,45.21,United States
RET1805,ORD111447,PRD1016,Jewellery,2023-01-15,Not as described,23.57,United Kingdom
RET1806,ORD111458,PRD1021,Watches,2022-06-20,Changed mind,210.92,United States
RET1807,ORD111463,PRD1013,Jewellery,2022-02-10,Defective item,28.54,United States
RET1808,ORD111466,PRD1008,Bags,2023-03-18,Wrong size,51.34,United States
RET1809,ORD111480,PRD1019,Watches,2022-02-10,Not as described,394.01,United States
RET1810,ORD111481,PRD1030,Scarves,2024-09-07,Not as described,106.99,Canada
RET1811,ORD111505,PRD1003,Bags,2024-05-30,Wrong size,87.9,Canada
RET1812,ORD111524,PRD1002,Bags,2022-01-22,Not as described,259.42,United States
RET1813,ORD111554,PRD1022,Watches,2023-05-16,Wrong size,111.06,United States
RET1814,ORD111558,PRD1013,Jewellery,2023-11-08,Better price found,28.54,United States
RET1815,ORD111581,PRD1003,Bags,2023-03-03,Changed mind,87.9,United States
RET1816,ORD111582,PRD1014,Jewellery,2024-04-05,Changed mind,109.25,United States
RET1817,ORD111608,PRD1003,Bags,2023-02-03,Changed mind,87.9,United States
RET1818,ORD111616,PRD1007,Bags,2024-07-24,Changed mind,128.67,United States
RET1819,ORD111621,PRD1003,Bags,2024-09-30,Wrong size,87.9,United States
RET1820,ORD111630,PRD1018,Watches,2023-01-19,Wrong size,289.08,Canada
RET1821,ORD111666,PRD1007,Bags,2022-10-15,Changed mind,128.67,United States
RET1822,ORD111717,PRD1007,Bags,2024-01-03,Wrong size,128.67,United States
RET1823,ORD111728,PRD1032,Belts,2022-07-16,Not as described,69.94,Australia
RET1824,ORD111730,PRD1007,Bags,2024-09-06,Gift return,128.67,Canada
RET1825,ORD111737,PRD1021,Watches,2023-01-23,Defective item,210.92,United States
RET1826,ORD111757,PRD1027,Sunglasses,2023-12-31,Defective item,35.64,United Kingdom
RET1827,ORD111770,PRD1019,Watches,2024-01-11,Wrong size,394.01,United States
RET1828,ORD111770,PRD1015,Jewellery,2024-01-05,Wrong size,33.82,United States
RET1829,ORD111775,PRD1007,Bags,2022-10-05,Changed mind,128.67,United States
RET1830,ORD111776,PRD1011,Jewellery,2022-12-07,Wrong size,79.96,United States
RET1831,ORD111800,PRD1027,Sunglasses,2023-04-11,Wrong size,35.64,United States
RET1832,ORD111842,PRD1017,Watches,2023-12-25,Wrong size,330.2,Australia
RET1833,ORD111853,PRD1008,Bags,2024-08-29,Wrong size,51.34,United Kingdom
RET1834,ORD111863,PRD1009,Jewellery,2022-11-13,Better price found,25.56,United States
RET1835,ORD111899,PRD1031,Belts,2023-07-15,Defective item,24.77,United States
RET1836,ORD111928,PRD1015,Jewellery,2023-11-14,Defective item,33.82,United Kingdom
RET1837,ORD111930,PRD1008,Bags,2024-07-04,Defective item,51.34,United States
RET1838,ORD111932,PRD1011,Jewellery,2022-05-11,Better price found,79.96,United States
RET1839,ORD111956,PRD1023,Sunglasses,2023-02-23,Changed mind,120.94,Australia
RET1840,ORD111960,PRD1001,Bags,2024-03-09,Defective item,148.0,United States
RET1841,ORD111976,PRD1027,Sunglasses,2023-06-19,Wrong size,35.64,United States
RET1842,ORD111983,PRD1007,Bags,2023-05-12,Changed mind,128.67,United States
RET1843,ORD111992,PRD1022,Watches,2022-11-09,Gift return,111.06,United Kingdom
RET1844,ORD112007,PRD1017,Watches,2024-08-16,Changed mind,330.2,United Kingdom
RET1845,ORD112015,PRD1015,Jewellery,2022-02-22,Not as described,33.82,United States
RET1846,ORD112021,PRD1015,Jewellery,2024-07-07,Changed mind,33.82,Canada
RET1847,ORD112052,PRD1011,Jewellery,2023-05-11,Changed mind,79.96,United Kingdom
RET1848,ORD112066,PRD1025,Sunglasses,2022-12-13,Defective item,69.07,United States
RET1849,ORD112072,PRD1033,Belts,2023-12-01,Not as described,86.54,United States
RET1850,ORD112076,PRD1008,Bags,2022-02-16,Defective item,51.34,Canada
RET1851,ORD112096,PRD1016,Jewellery,2023-01-06,Changed mind,23.57,United States
RET1852,ORD112104,PRD1030,Scarves,2022-12-27,Wrong size,106.99,United States
RET1853,ORD112125,PRD1030,Scarves,2024-09-08,Gift return,106.99,United States
RET1854,ORD112129,PRD1021,Watches,2022-11-16,Not as described,210.92,United States
RET1855,ORD112131,PRD1027,Sunglasses,2022-12-21,Not as described,35.64,United Kingdom
RET1856,ORD112141,PRD1003,Bags,2023-01-13,Not as described,87.9,United States
RET1857,ORD112152,PRD1025,Sunglasses,2022-12-09,Changed mind,69.07,United States
RET1858,ORD112158,PRD1033,Belts,2024-09-01,Wrong size,86.54,United Kingdom
RET1859,ORD112179,PRD1011,Jewellery,2022-02-02,Wrong size,79.96,Canada
RET1860,ORD112186,PRD1003,Bags,2022-09-07,Changed mind,87.9,United States
RET1861,ORD112205,PRD1019,Watches,2023-08-14,Changed mind,394.01,Australia
RET1862,ORD112245,PRD1033,Belts,2024-01-26,Wrong size,86.54,Australia
RET1863,ORD112256,PRD1001,Bags,2023-12-16,Wrong size,148.0,United States
RET1864,ORD112261,PRD1001,Bags,2024-02-17,Wrong size,148.0,Canada
RET1865,ORD112272,PRD1002,Bags,2022-12-11,Not as described,259.42,United Kingdom
RET1866,ORD112294,PRD1021,Watches,2024-11-05,Changed mind,210.92,Australia
RET1867,ORD112329,PRD1014,Jewellery,2023-12-24,Wrong size,109.25,Canada
RET1868,ORD112332,PRD1023,Sunglasses,2024-11-02,Changed mind,120.94,Australia
RET1869,ORD112343,PRD1023,Sunglasses,2024-02-19,Not as described,120.94,Canada
RET1870,ORD112354,PRD1011,Jewellery,2023-03-26,Better price found,79.96,United Kingdom
RET1871,ORD112386,PRD1018,Watches,2023-10-30,Better price found,289.08,United States
RET1872,ORD112389,PRD1009,Jewellery,2024-08-01,Wrong size,25.56,United Kingdom
RET1873,ORD112407,PRD1018,Watches,2023-11-17,Defective item,289.08,Canada
RET1874,ORD112416,PRD1023,Sunglasses,2023-12-07,Wrong size,120.94,Australia
RET1875,ORD112421,PRD1017,Watches,2024-01-07,Gift return,330.2,United States
RET1876,ORD112427,PRD1005,Bags,2024-08-07,Changed mind,50.66,United States
RET1877,ORD112433,PRD1004,Bags,2023-01-02,Wrong size,136.77,United Kingdom
RET1878,ORD112444,PRD1022,Watches,2024-01-03,Wrong size,111.06,United States
RET1879,ORD112482,PRD1005,Bags,2023-10-27,Changed mind,50.66,Australia
RET1880,ORD112532,PRD1001,Bags,2023-04-07,Not as described,148.0,United States
RET1881,ORD112532,PRD1021,Watches,2023-04-12,Wrong size,210.92,United States
RET1882,ORD112578,PRD1003,Bags,2022-10-24,Wrong size,87.9,United States
RET1883,ORD112610,PRD1014,Jewellery,2023-07-29,Defective item,109.25,United Kingdom
RET1884,ORD112646,PRD1019,Watches,2023-07-15,Wrong size,394.01,Canada
RET1885,ORD112686,PRD1016,Jewellery,2022-06-27,Defective item,23.57,Australia
RET1886,ORD112705,PRD1026,Sunglasses,2023-11-19,Wrong size,148.49,United States
RET1887,ORD112705,PRD1030,Scarves,2023-11-11,Changed mind,106.99,United States
RET1888,ORD112705,PRD1017,Watches,2023-11-30,Wrong size,330.2,United States
RET1889,ORD112745,PRD1017,Watches,2022-09-17,Better price found,330.2,United Kingdom
RET1890,ORD112749,PRD1028,Scarves,2023-03-22,Defective item,92.58,United States
RET1891,ORD112749,PRD1005,Bags,2023-03-17,Better price found,50.66,United States
RET1892,ORD112750,PRD1004,Bags,2023-03-16,Changed mind,136.77,Canada
RET1893,ORD112752,PRD1017,Watches,2023-12-06,Wrong size,330.2,United States
RET1894,ORD112758,PRD1024,Sunglasses,2024-08-19,Changed mind,76.03,United States
RET1895,ORD112765,PRD1001,Bags,2023-08-11,Wrong size,148.0,United States
RET1896,ORD112801,PRD1023,Sunglasses,2023-01-10,Changed mind,120.94,United Kingdom
RET1897,ORD112818,PRD1011,Jewellery,2024-07-07,Wrong size,79.96,United States
RET1898,ORD112840,PRD1018,Watches,2023-05-31,Better price found,289.08,United States
RET1899,ORD112872,PRD1027,Sunglasses,2024-06-30,Wrong size,35.64,Canada
RET1900,ORD112877,PRD1022,Watches,2022-09-06,Wrong size,111.06,United States
RET1901,ORD112897,PRD1003,Bags,2024-04-05,Better price found,87.9,United Kingdom
RET1902,ORD112898,PRD1007,Bags,2024-08-25,Changed mind,128.67,United States
RET1903,ORD112912,PRD1011,Jewellery,2022-10-17,Not as described,79.96,Canada
RET1904,ORD112934,PRD1013,Jewellery,2024-03-16,Wrong size,28.54,United States
RET1905,ORD112975,PRD1009,Jewellery,2022-02-14,Wrong size,25.56,United Kingdom
RET1906,ORD112994,PRD1008,Bags,2022-06-09,Wrong size,51.34,United States
RET1907,ORD112997,PRD1007,Bags,2023-08-03,Not as described,128.67,United States
RET1908,ORD113015,PRD1025,Sunglasses,2024-03-01,Better price found,69.07,United Kingdom
RET1909,ORD113025,PRD1013,Jewellery,2023-03-06,Changed mind,28.54,United States
RET1910,ORD113076,PRD1004,Bags,2024-03-24,Not as described,136.77,United States
RET1911,ORD113083,PRD1019,Watches,2023-12-01,Wrong size,394.01,United States
RET1912,ORD113085,PRD1002,Bags,2022-11-29,Better price found,259.42,United Kingdom
RET1913,ORD113151,PRD1023,Sunglasses,2023-05-08,Wrong size,120.94,United States
RET1914,ORD113171,PRD1007,Bags,2022-12-25,Not as described,128.67,United States
RET1915,ORD113183,PRD1019,Watches,2022-12-23,Gift return,394.01,United Kingdom
RET1916,ORD113189,PRD1008,Bags,2024-01-24,Defective item,51.34,United States
